stock,date,action
HES,12/13/2019,buy
J,12/13/2019,buy
PEG,12/13/2019,buy
DLR,12/13/2019,sell
LNC,12/13/2019,sell
LYV,12/13/2019,sell
NWL,12/13/2019,sell
UDR,12/13/2019,sell
AIG,12/16/2019,buy
ES,12/16/2019,buy
HD,12/16/2019,buy
INTU,12/16/2019,buy
NRG,12/16/2019,buy
AON,12/16/2019,sell
ENPH,12/16/2019,sell
PEG,12/16/2019,sell
ALK,12/17/2019,buy
BR,12/17/2019,buy
EVRG,12/17/2019,buy
MPC,12/17/2019,buy
UPS,12/17/2019,buy
AIG,12/17/2019,sell
ES,12/17/2019,sell
HD,12/17/2019,sell
NKE,12/17/2019,sell
NRG,12/17/2019,sell
AKAM,12/18/2019,buy
CMCSA,12/18/2019,buy
JBHT,12/18/2019,buy
BR,12/18/2019,sell
EVRG,12/18/2019,sell
MPC,12/18/2019,sell
UPS,12/18/2019,sell
SBAC,12/19/2019,buy
TMUS,12/19/2019,buy
VFC,12/19/2019,sell
ICE,12/20/2019,buy
NWL,12/20/2019,buy
PWR,12/20/2019,buy
VLO,12/20/2019,buy
AKAM,12/20/2019,sell
CRL,12/20/2019,sell
PEAK,12/23/2019,buy
MSI,12/23/2019,buy
UPS,12/23/2019,buy
NWL,12/23/2019,sell
VLO,12/23/2019,sell
IRM,12/24/2019,buy
ODFL,12/24/2019,buy
LUV,12/24/2019,buy
MSI,12/24/2019,sell
UPS,12/24/2019,sell
COST,12/26/2019,buy
HPE,12/26/2019,buy
JCI,12/26/2019,buy
IRM,12/26/2019,sell
LDOS,12/26/2019,sell
ODFL,12/26/2019,sell
CME,12/27/2019,buy
O,12/27/2019,buy
UDR,12/27/2019,buy
WBA,12/27/2019,buy
COST,12/27/2019,sell
HPE,12/27/2019,sell
EQR,12/30/2019,buy
KIM,12/30/2019,buy
CME,12/30/2019,sell
O,12/30/2019,sell
UDR,12/30/2019,sell
WBA,12/30/2019,sell
AVB,12/31/2019,buy
DRE,12/31/2019,buy
MAA,12/31/2019,buy
PLD,12/31/2019,buy
KIM,12/31/2019,sell
AFL,1/2/2020,buy
CME,1/2/2020,buy
AVB,1/2/2020,sell
DRE,1/2/2020,sell
MAA,1/2/2020,sell
MCO,1/2/2020,sell
PLD,1/2/2020,sell
IT,1/3/2020,buy
AFL,1/3/2020,sell
CME,1/3/2020,sell
GD,1/6/2020,buy
LEN,1/6/2020,buy
ATVI,1/6/2020,sell
ALK,1/6/2020,sell
GPN,1/6/2020,sell
HES,1/6/2020,sell
GD,1/7/2020,sell
MU,1/7/2020,sell
PWR,1/7/2020,sell
ABC,1/8/2020,buy
COST,1/8/2020,buy
HSIC,1/8/2020,buy
JKHY,1/8/2020,buy
ADBE,1/8/2020,sell
EFX,1/8/2020,sell
SPGI,1/8/2020,sell
DHI,1/9/2020,buy
NWL,1/9/2020,buy
PEG,1/9/2020,buy
PWR,1/9/2020,buy
VLO,1/9/2020,buy
ABC,1/9/2020,sell
BIO,1/9/2020,sell
COST,1/9/2020,sell
FISV,1/9/2020,sell
JKHY,1/9/2020,sell
LH,1/9/2020,sell
MA,1/9/2020,sell
CAH,1/10/2020,buy
GIS,1/10/2020,buy
MPC,1/10/2020,buy
HSY,1/10/2020,buy
PEG,1/10/2020,sell
VLO,1/10/2020,sell
KMX,1/13/2020,buy
EW,1/13/2020,buy
LUMN,1/13/2020,buy
MRNA,1/13/2020,buy
CAH,1/13/2020,sell
MPC,1/13/2020,sell
HSY,1/13/2020,sell
WST,1/13/2020,sell
LUMN,1/14/2020,sell
KIM,1/15/2020,buy
LEG,1/15/2020,buy
MHK,1/15/2020,buy
SHW,1/15/2020,buy
UPS,1/15/2020,buy
WU,1/15/2020,buy
D,1/15/2020,sell
EW,1/15/2020,sell
LEN,1/15/2020,sell
PWR,1/15/2020,sell
V,1/15/2020,sell
KEYS,1/16/2020,buy
NRG,1/16/2020,buy
ORLY,1/16/2020,buy
WRB,1/16/2020,buy
KIM,1/16/2020,sell
LEG,1/16/2020,sell
RJF,1/16/2020,sell
UPS,1/16/2020,sell
WU,1/16/2020,sell
AFL,1/17/2020,buy
EMN,1/17/2020,buy
IP,1/17/2020,buy
IPGP,1/17/2020,buy
PKG,1/17/2020,buy
PWR,1/17/2020,buy
HIG,1/17/2020,buy
HON,1/17/2020,sell
NRG,1/17/2020,sell
WRB,1/17/2020,sell
SYF,1/21/2020,buy
VZ,1/21/2020,buy
AFL,1/21/2020,sell
EMN,1/21/2020,sell
IP,1/21/2020,sell
SNPS,1/21/2020,sell
HIG,1/21/2020,sell
TXN,1/22/2020,sell
VZ,1/22/2020,sell
ALK,1/23/2020,buy
AZO,1/23/2020,buy
AVGO,1/23/2020,buy
VMC,1/23/2020,buy
MTB,1/24/2020,buy
AVGO,1/24/2020,sell
CVX,1/24/2020,sell
SYF,1/24/2020,sell
VMC,1/24/2020,sell
AZO,1/27/2020,sell
DE,1/27/2020,sell
DFS,1/27/2020,sell
MTB,1/27/2020,sell
PWR,1/27/2020,sell
UAL,1/27/2020,sell
DHI,1/28/2020,sell
WLTW,1/28/2020,sell
IPGP,1/29/2020,sell
JBHT,1/29/2020,sell
KEYS,1/29/2020,sell
ORLY,1/29/2020,sell
POOL,1/29/2020,sell
AFL,1/30/2020,buy
VMC,1/30/2020,buy
PKG,1/30/2020,sell
AFL,1/31/2020,sell
AMZN,1/31/2020,sell
MHK,1/31/2020,sell
SHW,1/31/2020,sell
AIZ,2/3/2020,buy
CB,2/3/2020,buy
MLM,2/3/2020,buy
HIG,2/3/2020,buy
EBAY,2/4/2020,buy
FAST,2/4/2020,buy
FITB,2/4/2020,buy
FMC,2/4/2020,buy
F,2/4/2020,buy
RF,2/4/2020,buy
DIS,2/4/2020,buy
CB,2/4/2020,sell
EQIX,2/4/2020,sell
HIG,2/4/2020,sell
XYL,2/4/2020,sell
ZBH,2/4/2020,sell
AFL,2/5/2020,buy
AIG,2/5/2020,buy
BIIB,2/5/2020,buy
BK,2/5/2020,buy
EMN,2/5/2020,buy
KEY,2/5/2020,buy
MAR,2/5/2020,buy
ORCL,2/5/2020,buy
PH,2/5/2020,buy
PBCT,2/5/2020,buy
ROK,2/5/2020,buy
USB,2/5/2020,buy
AIZ,2/5/2020,sell
CERN,2/5/2020,sell
FITB,2/5/2020,sell
F,2/5/2020,sell
RF,2/5/2020,sell
VMC,2/5/2020,sell
ABBV,2/6/2020,buy
BAC,2/6/2020,buy
SCHW,2/6/2020,buy
CFG,2/6/2020,buy
FRC,2/6/2020,buy
FCX,2/6/2020,buy
IP,2/6/2020,buy
IPGP,2/6/2020,buy
LNC,2/6/2020,buy
LKQ,2/6/2020,buy
MGM,2/6/2020,buy
PCAR,2/6/2020,buy
PNC,2/6/2020,buy
PRU,2/6/2020,buy
REGN,2/6/2020,buy
ROST,2/6/2020,buy
TGT,2/6/2020,buy
HIG,2/6/2020,buy
URI,2/6/2020,buy
AFL,2/6/2020,sell
ALK,2/6/2020,sell
AIG,2/6/2020,sell
FMC,2/6/2020,sell
INTU,2/6/2020,sell
KEY,2/6/2020,sell
PBCT,2/6/2020,sell
USB,2/6/2020,sell
AMGN,2/7/2020,buy
T,2/7/2020,buy
C,2/7/2020,buy
DE,2/7/2020,buy
EW,2/7/2020,buy
EL,2/7/2020,buy
NWSA,2/7/2020,buy
NTRS,2/7/2020,buy
WRK,2/7/2020,buy
ABBV,2/7/2020,sell
EMN,2/7/2020,sell
IP,2/7/2020,sell
RSG,2/7/2020,sell
SBAC,2/7/2020,sell
TMUS,2/7/2020,sell
TTWO,2/7/2020,sell
HIG,2/7/2020,sell
CVS,2/10/2020,buy
KR,2/10/2020,buy
STT,2/10/2020,buy
VZ,2/10/2020,buy
T,2/10/2020,sell
RE,2/10/2020,sell
ADI,2/11/2020,buy
DISCA,2/11/2020,buy
DISCK,2/11/2020,buy
HON,2/11/2020,buy
HUM,2/11/2020,buy
ISRG,2/11/2020,buy
LVS,2/11/2020,buy
OMC,2/11/2020,buy
TFC,2/11/2020,buy
UNH,2/11/2020,buy
BK,2/11/2020,sell
MLM,2/11/2020,sell
VZ,2/11/2020,sell
ALK,2/12/2020,buy
ALGN,2/12/2020,buy
ANTM,2/12/2020,buy
BIO,2/12/2020,buy
BKNG,2/12/2020,buy
CAT,2/12/2020,buy
CDW,2/12/2020,buy
DAL,2/12/2020,buy
JBHT,2/12/2020,buy
KEYS,2/12/2020,buy
PPG,2/12/2020,buy
PWR,2/12/2020,buy
WYNN,2/12/2020,buy
CMG,2/12/2020,sell
HUM,2/12/2020,sell
IEX,2/12/2020,sell
IQV,2/12/2020,sell
OMC,2/12/2020,sell
UNH,2/12/2020,sell
APH,2/13/2020,buy
DPZ,2/13/2020,buy
MKC,2/13/2020,buy
PNR,2/13/2020,buy
PXD,2/13/2020,buy
SBUX,2/13/2020,buy
WY,2/13/2020,buy
PPG,2/13/2020,sell
MHK,2/14/2020,buy
RHI,2/14/2020,buy
APH,2/14/2020,sell
ATO,2/14/2020,sell
BXP,2/14/2020,sell
PEAK,2/14/2020,sell
HWM,2/14/2020,sell
J,2/14/2020,sell
PXD,2/14/2020,sell
GWW,2/18/2020,buy
CTAS,2/18/2020,sell
KR,2/18/2020,sell
TECH,2/19/2020,buy
BR,2/19/2020,buy
HSIC,2/19/2020,sell
MKC,2/19/2020,sell
GWW,2/19/2020,sell
PEG,2/20/2020,buy
BR,2/20/2020,sell
DPZ,2/20/2020,sell
FAST,2/20/2020,sell
MCK,2/20/2020,sell
SYY,2/21/2020,buy
DISCA,2/21/2020,sell
DISCK,2/21/2020,sell
LVS,2/21/2020,sell
PEG,2/21/2020,sell
ALK,2/24/2020,sell
ALGN,2/24/2020,sell
BAC,2/24/2020,sell
BKNG,2/24/2020,sell
CAT,2/24/2020,sell
CDW,2/24/2020,sell
SCHW,2/24/2020,sell
C,2/24/2020,sell
CFG,2/24/2020,sell
CVS,2/24/2020,sell
DAL,2/24/2020,sell
FCX,2/24/2020,sell
HON,2/24/2020,sell
JBHT,2/24/2020,sell
KEYS,2/24/2020,sell
KLAC,2/24/2020,sell
LNC,2/24/2020,sell
MGM,2/24/2020,sell
ORCL,2/24/2020,sell
PCAR,2/24/2020,sell
PFG,2/24/2020,sell
PRU,2/24/2020,sell
RHI,2/24/2020,sell
SBUX,2/24/2020,sell
STT,2/24/2020,sell
SYY,2/24/2020,sell
DIS,2/24/2020,sell
URI,2/24/2020,sell
WRK,2/24/2020,sell
WYNN,2/24/2020,sell
AMGN,2/25/2020,sell
ANTM,2/25/2020,sell
TECH,2/25/2020,sell
CMCSA,2/25/2020,sell
EBAY,2/25/2020,sell
EL,2/25/2020,sell
FRC,2/25/2020,sell
IT,2/25/2020,sell
ILMN,2/25/2020,sell
LKQ,2/25/2020,sell
MAR,2/25/2020,sell
NWL,2/25/2020,sell
NWSA,2/25/2020,sell
NTRS,2/25/2020,sell
PNC,2/25/2020,sell
PWR,2/25/2020,sell
LUV,2/25/2020,sell
TEL,2/25/2020,sell
TFC,2/25/2020,sell
WY,2/25/2020,sell
IPGP,2/26/2020,sell
MTCH,2/26/2020,sell
MRNA,2/26/2020,sell
PNR,2/26/2020,sell
ROK,2/26/2020,sell
ADI,2/27/2020,sell
APTV,2/27/2020,sell
EW,2/27/2020,sell
EXPD,2/27/2020,sell
FLT,2/27/2020,sell
ISRG,2/27/2020,sell
JCI,2/27/2020,sell
L,2/27/2020,sell
MHK,2/27/2020,sell
PG,2/27/2020,sell
ROST,2/27/2020,sell
TGT,2/27/2020,sell
UHS,2/27/2020,sell
BIO,2/28/2020,sell
DE,2/28/2020,sell
EQR,2/28/2020,sell
GIS,2/28/2020,sell
MRK,2/28/2020,sell
NOC,2/28/2020,sell
SYK,2/28/2020,sell
WMT,2/28/2020,sell
KEYS,3/2/2020,buy
KMX,3/3/2020,sell
A,3/4/2020,buy
EA,3/4/2020,buy
KMB,3/4/2020,buy
MTD,3/4/2020,buy
QRVO,3/4/2020,buy
PWR,3/4/2020,buy
TTWO,3/4/2020,buy
ANTM,3/5/2020,buy
GIS,3/5/2020,buy
HUM,3/5/2020,buy
K,3/5/2020,buy
PM,3/5/2020,buy
WMT,3/5/2020,buy
CTXS,3/6/2020,buy
LLY,3/6/2020,buy
EXR,3/6/2020,buy
KLAC,3/6/2020,buy
UNH,3/6/2020,buy
A,3/9/2020,sell
ANTM,3/9/2020,sell
CDNS,3/9/2020,sell
HUM,3/9/2020,sell
KEYS,3/9/2020,sell
KLAC,3/9/2020,sell
PAYX,3/9/2020,sell
PM,3/9/2020,sell
QRVO,3/9/2020,sell
PWR,3/9/2020,sell
UNH,3/9/2020,sell
CNC,3/10/2020,buy
ED,3/10/2020,buy
KEYS,3/10/2020,buy
CBOE,3/11/2020,sell
EXR,3/11/2020,sell
ICE,3/11/2020,sell
MTD,3/11/2020,sell
BSX,3/12/2020,sell
EA,3/12/2020,sell
K,3/12/2020,sell
KEYS,3/12/2020,sell
LOW,3/12/2020,sell
MKTX,3/12/2020,sell
MDLZ,3/12/2020,sell
NVR,3/12/2020,sell
PEP,3/12/2020,sell
WMT,3/12/2020,sell
ED,3/16/2020,sell
PYPL,3/16/2020,sell
CAG,3/17/2020,buy
ED,3/17/2020,buy
HRL,3/17/2020,buy
AKAM,3/18/2020,buy
WMT,3/18/2020,buy
CNC,3/18/2020,sell
COST,3/19/2020,buy
ED,3/19/2020,sell
LLY,3/20/2020,sell
TTWO,3/20/2020,sell
AMZN,3/23/2020,buy
COST,3/23/2020,sell
GIS,3/23/2020,sell
TMO,3/23/2020,sell
AMD,3/24/2020,buy
FTNT,3/24/2020,buy
NFLX,3/24/2020,buy
ODFL,3/24/2020,buy
NEM,3/25/2020,buy
NVDA,3/25/2020,buy
ADBE,3/26/2020,buy
CHTR,3/26/2020,buy
DXCM,3/26/2020,buy
LRCX,3/26/2020,buy
LDOS,3/26/2020,buy
MKTX,3/26/2020,buy
MSFT,3/26/2020,buy
MCO,3/26/2020,buy
MSCI,3/26/2020,buy
NLOK,3/26/2020,buy
VRTX,3/26/2020,buy
WST,3/26/2020,buy
ATVI,3/27/2020,buy
DVA,3/27/2020,buy
EQIX,3/27/2020,buy
NEE,3/27/2020,buy
PGR,3/27/2020,buy
TMUS,3/27/2020,buy
TSLA,3/27/2020,buy
TYL,3/27/2020,buy
AEE,3/30/2020,buy
AMT,3/30/2020,buy
AWK,3/30/2020,buy
ABC,3/30/2020,buy
CMS,3/30/2020,buy
CCI,3/30/2020,buy
LLY,3/30/2020,buy
ES,3/30/2020,buy
GNRC,3/30/2020,buy
JKHY,3/30/2020,buy
SBAC,3/30/2020,buy
XEL,3/30/2020,buy
BIO,3/31/2020,buy
ENPH,3/31/2020,buy
SJM,3/31/2020,buy
GIS,4/1/2020,buy
ENPH,4/1/2020,sell
GNRC,4/1/2020,sell
TSLA,4/1/2020,sell
CPB,4/2/2020,buy
GIS,4/2/2020,sell
COST,4/3/2020,buy
DVA,4/3/2020,sell
DVA,4/6/2020,buy
ENPH,4/6/2020,buy
GNRC,4/6/2020,buy
NFLX,4/14/2020,sell
NVDA,4/14/2020,sell
TYL,4/14/2020,sell
ATVI,4/15/2020,sell
REGN,4/17/2020,sell
PGR,4/24/2020,sell
MPWR,4/27/2020,sell
NEE,4/30/2020,sell
LRCX,5/1/2020,sell
ENPH,5/6/2020,sell
BIO,5/7/2020,sell
TMUS,5/7/2020,sell
WST,5/8/2020,sell
LRCX,5/11/2020,buy
DXCM,5/11/2020,sell
ABC,5/13/2020,sell
LRCX,5/13/2020,sell
PH,5/15/2020,sell
MCK,5/18/2020,buy
NEE,5/18/2020,buy
CL,5/20/2020,buy
NEE,5/21/2020,sell
DRE,5/22/2020,buy
ARE,5/27/2020,buy
PGR,5/27/2020,buy
GNRC,5/27/2020,sell
DLR,5/28/2020,buy
PG,5/28/2020,buy
PGR,5/28/2020,sell
VZ,5/29/2020,buy
PG,6/1/2020,sell
VZ,6/1/2020,sell
GILD,6/4/2020,buy
DVA,6/5/2020,sell
GILD,6/5/2020,sell
AMZN,6/9/2020,sell
DLR,6/11/2020,sell
AEE,6/12/2020,sell
DLR,6/15/2020,buy
DLR,6/16/2020,sell
AMGN,6/18/2020,buy
CMS,6/18/2020,sell
GILD,6/19/2020,buy
VRTX,6/19/2020,sell
GILD,6/22/2020,sell
ABT,6/23/2020,buy
ABT,6/24/2020,sell
BMY,6/25/2020,buy
BMY,6/26/2020,sell
AON,6/30/2020,buy
BAX,6/30/2020,buy
WLTW,6/30/2020,buy
ABT,7/1/2020,buy
CNC,7/1/2020,buy
ENPH,7/1/2020,buy
HUM,7/1/2020,buy
VRSN,7/1/2020,buy
AMGN,7/1/2020,sell
BIO,7/2/2020,buy
DVA,7/2/2020,buy
TYL,7/2/2020,buy
ANTM,7/6/2020,buy
IFF,7/6/2020,buy
IQV,7/6/2020,buy
JNJ,7/6/2020,buy
LH,7/6/2020,buy
WEC,7/6/2020,buy
MSFT,7/6/2020,sell
ODFL,7/6/2020,sell
CPRT,7/8/2020,buy
MKTX,7/8/2020,sell
ANET,7/9/2020,buy
FFIV,7/9/2020,buy
ANTM,7/9/2020,sell
COST,7/9/2020,sell
IFF,7/9/2020,sell
JNJ,7/10/2020,sell
ECL,7/14/2020,buy
EW,7/14/2020,buy
INTC,7/14/2020,buy
MCD,7/14/2020,buy
NSC,7/14/2020,buy
STE,7/14/2020,buy
WLTW,7/14/2020,sell
ICE,7/15/2020,buy
TDY,7/15/2020,buy
WMB,7/15/2020,buy
AON,7/15/2020,sell
CTLT,7/15/2020,sell
INTC,7/15/2020,sell
CAH,7/16/2020,buy
CVS,7/16/2020,buy
TJX,7/16/2020,buy
ICE,7/16/2020,sell
GPN,7/17/2020,buy
CTXS,7/20/2020,sell
WMB,7/20/2020,sell
HES,7/21/2020,buy
KEYS,7/22/2020,buy
ABT,7/22/2020,sell
CAH,7/27/2020,sell
CVS,7/27/2020,sell
NSC,7/27/2020,sell
CVS,7/29/2020,buy
AMD,7/29/2020,sell
ARE,7/29/2020,sell
CL,7/30/2020,sell
CVS,7/30/2020,sell
ECL,7/30/2020,sell
TJX,7/30/2020,sell
ANET,7/31/2020,sell
ADI,8/4/2020,buy
BAX,8/4/2020,sell
PAYC,8/5/2020,buy
ADI,8/5/2020,sell
MCD,8/11/2020,sell
TYL,8/11/2020,sell
ECL,8/12/2020,buy
EFX,8/12/2020,buy
IFF,8/12/2020,buy
IFF,8/13/2020,sell
STZ,8/14/2020,buy
PKG,8/14/2020,buy
ABBV,8/17/2020,buy
PKG,8/17/2020,sell
CTVA,8/18/2020,buy
MCHP,8/18/2020,buy
ABBV,8/18/2020,sell
HES,8/18/2020,sell
CTXS,8/19/2020,buy
ORCL,8/19/2020,buy
BIIB,8/19/2020,sell
EFX,8/19/2020,sell
LDOS,8/19/2020,sell
CDAY,8/20/2020,buy
INCY,8/20/2020,buy
VRTX,8/20/2020,buy
CRM,8/20/2020,sell
TDY,8/20/2020,sell
KEYS,8/21/2020,sell
PKG,8/24/2020,buy
VRTX,8/24/2020,sell
AMGN,8/25/2020,buy
CPRT,8/25/2020,sell
PKG,8/25/2020,sell
TYL,8/26/2020,buy
ADBE,8/26/2020,sell
CNC,8/26/2020,sell
AON,8/27/2020,buy
EFX,8/27/2020,buy
MKTX,8/27/2020,buy
WLTW,8/27/2020,buy
EW,8/27/2020,sell
FFIV,8/27/2020,sell
CDW,8/28/2020,buy
IPGP,8/28/2020,buy
ABBV,8/31/2020,buy
ANET,8/31/2020,buy
ILMN,8/31/2020,buy
ENPH,8/31/2020,sell
JNPR,9/1/2020,buy
ABBV,9/1/2020,sell
TECH,9/2/2020,buy
D,9/2/2020,buy
KEYS,9/2/2020,buy
TRV,9/2/2020,buy
CTXS,9/2/2020,sell
STE,9/2/2020,sell
CMS,9/3/2020,buy
D,9/3/2020,sell
JNPR,9/3/2020,sell
MKTX,9/3/2020,sell
TRV,9/3/2020,sell
ANET,9/4/2020,sell
TECH,9/4/2020,sell
INCY,9/4/2020,sell
KEYS,9/4/2020,sell
PAYC,9/4/2020,sell
AMGN,9/8/2020,sell
CMS,9/8/2020,sell
GPN,9/8/2020,sell
VRSN,9/8/2020,sell
NWL,9/9/2020,buy
CDW,9/9/2020,sell
NWL,9/10/2020,sell
MLM,9/14/2020,buy
PEG,9/14/2020,buy
DGX,9/14/2020,buy
CDW,9/15/2020,buy
MRNA,9/15/2020,buy
ORCL,9/15/2020,sell
PEG,9/15/2020,sell
ALLE,9/16/2020,buy
CTRA,9/16/2020,buy
FISV,9/16/2020,buy
PEG,9/16/2020,buy
VRTX,9/16/2020,buy
ILMN,9/16/2020,sell
AMP,9/17/2020,buy
ABC,9/17/2020,buy
HOLX,9/17/2020,buy
IBM,9/17/2020,buy
KEYS,9/17/2020,buy
RHI,9/17/2020,buy
PEG,9/17/2020,sell
EFX,9/18/2020,sell
IBM,9/18/2020,sell
AJG,9/21/2020,buy
DPZ,9/21/2020,buy
ALLE,9/21/2020,sell
CDW,9/21/2020,sell
MCHP,9/21/2020,sell
ATVI,9/22/2020,buy
ETSY,9/22/2020,buy
LRCX,9/22/2020,buy
MPWR,9/22/2020,buy
REGN,9/22/2020,buy
TTWO,9/22/2020,buy
VRSN,9/22/2020,buy
AMP,9/22/2020,sell
AMAT,9/23/2020,buy
EA,9/23/2020,buy
PAYC,9/23/2020,buy
ABC,9/23/2020,sell
CLX,9/24/2020,buy
KLAC,9/24/2020,buy
MKTX,9/24/2020,buy
PEG,9/24/2020,buy
DXCM,9/25/2020,buy
EBAY,9/25/2020,buy
GIS,9/25/2020,buy
IDXX,9/25/2020,buy
OTIS,9/25/2020,buy
POOL,9/25/2020,buy
TER,9/25/2020,buy
CTRA,9/25/2020,sell
AEE,9/28/2020,buy
ADI,9/28/2020,buy
TECH,9/28/2020,buy
BMY,9/28/2020,buy
CDNS,9/28/2020,buy
CDW,9/28/2020,buy
CTXS,9/28/2020,buy
FAST,9/28/2020,buy
INFO,9/28/2020,buy
PYPL,9/28/2020,buy
ROP,9/28/2020,buy
SWKS,9/28/2020,buy
SNPS,9/28/2020,buy
TSCO,9/28/2020,buy
XLNX,9/28/2020,buy
ABMD,9/29/2020,buy
ARE,9/29/2020,buy
AMZN,9/29/2020,buy
APH,9/29/2020,buy
ADSK,9/29/2020,buy
BLK,9/29/2020,buy
CERN,9/29/2020,buy
CMS,9/29/2020,buy
DLR,9/29/2020,buy
FRC,9/29/2020,buy
INTU,9/29/2020,buy
KR,9/29/2020,buy
MTCH,9/29/2020,buy
MSFT,9/29/2020,buy
PCAR,9/29/2020,buy
PEP,9/29/2020,buy
SPGI,9/29/2020,buy
TROW,9/29/2020,buy
VRSK,9/29/2020,buy
CLX,9/29/2020,sell
AMD,9/30/2020,buy
ANSS,9/30/2020,buy
ANTM,9/30/2020,buy
BRO,9/30/2020,buy
CTLT,9/30/2020,buy
CHD,9/30/2020,buy
CL,9/30/2020,buy
GS,9/30/2020,buy
ISRG,9/30/2020,buy
JNJ,9/30/2020,buy
MCHP,9/30/2020,buy
NFLX,9/30/2020,buy
PFE,9/30/2020,buy
PLD,9/30/2020,buy
ROK,9/30/2020,buy
TMUS,9/30/2020,buy
UNH,9/30/2020,buy
GIS,9/30/2020,sell
PAYC,9/30/2020,sell
AAP,10/1/2020,buy
LNT,10/1/2020,buy
AMP,10/1/2020,buy
AAPL,10/1/2020,buy
BR,10/1/2020,buy
EFX,10/1/2020,buy
FB,10/1/2020,buy
PEAK,10/1/2020,buy
ICE,10/1/2020,buy
PPL,10/1/2020,buy
SEE,10/1/2020,buy
HSY,10/1/2020,buy
WY,10/1/2020,buy
JNJ,10/1/2020,sell
MCHP,10/1/2020,sell
PFE,10/1/2020,sell
GOOGL,10/2/2020,buy
HD,10/2/2020,buy
MKC,10/2/2020,buy
NDAQ,10/2/2020,buy
O,10/2/2020,buy
SNA,10/2/2020,buy
SIVB,10/2/2020,buy
YUM,10/2/2020,buy
FAST,10/2/2020,sell
PPL,10/2/2020,sell
ABBV,10/5/2020,buy
GOOG,10/5/2020,buy
BWA,10/5/2020,buy
CFG,10/5/2020,buy
F,10/5/2020,buy
GRMN,10/5/2020,buy
HCA,10/5/2020,buy
TRMB,10/5/2020,buy
V,10/5/2020,buy
ZBH,10/5/2020,buy
AEE,10/5/2020,sell
EFX,10/5/2020,sell
MKTX,10/5/2020,sell
MKC,10/5/2020,sell
PEG,10/5/2020,sell
ALB,10/6/2020,buy
BSX,10/6/2020,buy
DTE,10/6/2020,buy
EMR,10/6/2020,buy
LKQ,10/6/2020,buy
MS,10/6/2020,buy
ODFL,10/6/2020,buy
ABBV,10/6/2020,sell
BMY,10/6/2020,sell
CHD,10/6/2020,sell
CTXS,10/6/2020,sell
DXCM,10/6/2020,sell
MMM,10/7/2020,buy
DXCM,10/7/2020,buy
DD,10/7/2020,buy
EW,10/7/2020,buy
JBHT,10/7/2020,buy
PM,10/7/2020,buy
WRB,10/7/2020,buy
WU,10/7/2020,buy
BIO,10/7/2020,sell
FRC,10/7/2020,sell
MLM,10/7/2020,sell
CTRA,10/8/2020,buy
MAS,10/8/2020,buy
PTC,10/8/2020,buy
DLR,10/8/2020,sell
DTE,10/8/2020,sell
PM,10/8/2020,sell
WRB,10/8/2020,sell
WU,10/8/2020,sell
ACN,10/9/2020,buy
FMC,10/9/2020,buy
LIN,10/9/2020,buy
MMC,10/9/2020,buy
MNST,10/9/2020,buy
CL,10/9/2020,sell
KLAC,10/9/2020,sell
MPWR,10/9/2020,sell
TER,10/9/2020,sell
XLNX,10/9/2020,sell
CHD,10/12/2020,buy
LMT,10/12/2020,buy
DIS,10/12/2020,buy
AMAT,10/12/2020,sell
IQV,10/12/2020,sell
TYL,10/12/2020,sell
ORLY,10/13/2020,buy
BLK,10/13/2020,sell
LRCX,10/13/2020,sell
TROW,10/13/2020,sell
TSCO,10/13/2020,sell
AZO,10/14/2020,buy
LMT,10/14/2020,sell
O,10/14/2020,sell
WMB,10/15/2020,buy
PEAK,10/15/2020,sell
IPGP,10/15/2020,sell
LIN,10/15/2020,sell
VRTX,10/15/2020,sell
KMX,10/16/2020,buy
TDG,10/16/2020,buy
ROK,10/16/2020,sell
WEC,10/16/2020,sell
WMB,10/16/2020,sell
CFG,10/19/2020,sell
JBHT,10/19/2020,sell
SPGI,10/19/2020,sell
WMB,10/20/2020,buy
GOOG,10/21/2020,sell
CPB,10/21/2020,sell
KMX,10/21/2020,sell
MMC,10/21/2020,sell
WMB,10/21/2020,sell
BKNG,10/22/2020,buy
MGM,10/22/2020,buy
LNT,10/22/2020,sell
KR,10/22/2020,sell
SNA,10/22/2020,sell
LIN,10/23/2020,buy
ICE,10/26/2020,sell
LIN,10/26/2020,sell
MAS,10/26/2020,sell
RHI,10/26/2020,sell
V,10/26/2020,sell
MMM,10/27/2020,sell
BSX,10/27/2020,sell
TDG,10/27/2020,sell
AZO,10/28/2020,sell
BKNG,10/28/2020,sell
BWA,10/28/2020,sell
CHD,10/28/2020,sell
STZ,10/28/2020,sell
CTRA,10/28/2020,sell
DXCM,10/28/2020,sell
EW,10/28/2020,sell
FMC,10/28/2020,sell
GS,10/28/2020,sell
HD,10/28/2020,sell
MGM,10/28/2020,sell
ROP,10/28/2020,sell
DIS,10/28/2020,sell
VRSN,10/28/2020,sell
WY,10/28/2020,sell
WLTW,10/28/2020,sell
ABMD,10/29/2020,sell
ARE,10/29/2020,sell
AON,10/29/2020,sell
BRO,10/29/2020,sell
ORLY,10/29/2020,sell
VIAC,10/30/2020,buy
ATVI,10/30/2020,sell
DPZ,10/30/2020,sell
EBAY,10/30/2020,sell
ECL,10/30/2020,sell
EA,10/30/2020,sell
GRMN,10/30/2020,sell
MNST,10/30/2020,sell
ABBV,11/2/2020,buy
