stock,date,action
SEE,10/14/2013,buy
TFC,10/14/2013,buy
UNP,10/14/2013,buy
WFC,10/14/2013,buy
CAT,10/14/2013,sell
SCHW,10/14/2013,sell
CHD,10/14/2013,sell
DTE,10/14/2013,sell
FITB,10/14/2013,sell
HRL,10/14/2013,sell
HBAN,10/14/2013,sell
JBHT,10/14/2013,sell
JNJ,10/14/2013,sell
NTRS,10/14/2013,sell
PRU,10/14/2013,sell
RJF,10/14/2013,sell
STT,10/14/2013,sell
SYK,10/14/2013,sell
USB,10/14/2013,sell
WMT,10/14/2013,sell
ADI,10/15/2013,buy
ADP,10/15/2013,buy
PCAR,10/15/2013,buy
COO,10/15/2013,buy
CSCO,10/15/2013,sell
COST,10/15/2013,sell
CTRA,10/15/2013,sell
IP,10/15/2013,sell
J,10/15/2013,sell
MLM,10/15/2013,sell
NWSA,10/15/2013,sell
TFC,10/15/2013,sell
WFC,10/15/2013,sell
AVY,10/16/2013,buy
CHTR,10/16/2013,sell
ORLY,10/16/2013,sell
PSA,10/16/2013,sell
ACN,10/17/2013,buy
GLW,10/17/2013,buy
HBI,10/17/2013,buy
RSG,10/17/2013,buy
VRTX,10/17/2013,buy
ABBV,10/17/2013,sell
AVY,10/17/2013,sell
CI,10/17/2013,sell
MTD,10/17/2013,sell
NLSN,10/17/2013,sell
SBAC,10/17/2013,sell
GM,10/18/2013,buy
MLM,10/18/2013,buy
RCL,10/18/2013,buy
ACN,10/18/2013,sell
GOOGL,10/18/2013,sell
GOOG,10/18/2013,sell
GLW,10/18/2013,sell
HBI,10/18/2013,sell
OXY,10/18/2013,sell
SWKS,10/21/2013,buy
GWW,10/21/2013,buy
AMCR,10/21/2013,sell
ENPH,10/21/2013,sell
GM,10/21/2013,sell
MLM,10/21/2013,sell
RCL,10/21/2013,sell
EA,10/22/2013,buy
LEG,10/22/2013,buy
AMZN,10/22/2013,sell
LIN,10/22/2013,sell
SWKS,10/22/2013,sell
WHR,10/23/2013,buy
JNPR,10/23/2013,sell
LEG,10/23/2013,sell
MAS,10/24/2013,buy
CRL,10/24/2013,sell
NLOK,10/24/2013,sell
CTRA,10/25/2013,buy
POOL,10/25/2013,buy
AXP,10/25/2013,sell
CDNS,10/25/2013,sell
GNRC,10/25/2013,sell
MAS,10/25/2013,sell
NRG,10/25/2013,sell
VRSN,10/25/2013,sell
CTRA,10/28/2013,sell
POOL,10/28/2013,sell
SIVB,10/28/2013,sell
CSCO,10/29/2013,buy
DGX,10/29/2013,buy
ADM,10/29/2013,sell
GPC,10/30/2013,buy
IPG,10/30/2013,buy
CSCO,10/30/2013,sell
XRAY,10/30/2013,sell
DGX,10/30/2013,sell
TFX,10/30/2013,sell
WDC,10/30/2013,sell
SWKS,10/31/2013,buy
CI,11/1/2013,buy
MHK,11/1/2013,sell
SEE,11/1/2013,sell
SWKS,11/1/2013,sell
VRTX,11/1/2013,sell
CDW,11/4/2013,buy
HUM,11/4/2013,buy
PTC,11/4/2013,buy
BK,11/4/2013,sell
UAL,11/4/2013,sell
ANTM,11/5/2013,buy
UNH,11/5/2013,buy
HUM,11/5/2013,sell
ZBRA,11/5/2013,sell
XLNX,11/6/2013,buy
ANTM,11/6/2013,sell
IFF,11/6/2013,sell
MAR,11/6/2013,sell
MSFT,11/6/2013,sell
MRK,11/7/2013,buy
CPRT,11/7/2013,sell
LH,11/7/2013,sell
PTC,11/7/2013,sell
XLNX,11/7/2013,sell
NTAP,11/8/2013,buy
CBOE,11/8/2013,sell
KEY,11/8/2013,sell
NVDA,11/11/2013,buy
CDW,11/11/2013,sell
NTAP,11/11/2013,sell
ATVI,11/12/2013,buy
DXC,11/12/2013,buy
IP,11/12/2013,buy
TSN,11/12/2013,buy
TXT,11/12/2013,sell
POOL,11/13/2013,buy
ATVI,11/13/2013,sell
DXC,11/13/2013,sell
TSN,11/13/2013,sell
CMI,11/14/2013,buy
DD,11/14/2013,buy
CVS,11/14/2013,sell
IT,11/14/2013,sell
POOL,11/14/2013,sell
APTV,11/15/2013,buy
BRO,11/15/2013,buy
CNC,11/15/2013,buy
CPRT,11/15/2013,buy
LEG,11/15/2013,buy
ORLY,11/15/2013,buy
PKI,11/15/2013,buy
RMD,11/15/2013,buy
CMI,11/15/2013,sell
DD,11/15/2013,sell
LKQ,11/18/2013,buy
TFC,11/18/2013,buy
IQV,11/18/2013,sell
LEG,11/18/2013,sell
APTV,11/19/2013,sell
EA,11/19/2013,sell
TFC,11/19/2013,sell
CTRA,11/20/2013,buy
NVDA,11/20/2013,sell
CDW,11/21/2013,buy
F,11/21/2013,buy
AME,11/21/2013,sell
CINF,11/21/2013,sell
CME,11/21/2013,sell
CTRA,11/21/2013,sell
YUM,11/21/2013,sell
AIG,11/22/2013,buy
CHTR,11/22/2013,buy
EXPD,11/22/2013,buy
REGN,11/22/2013,buy
WMB,11/22/2013,buy
BIIB,11/22/2013,sell
CDW,11/22/2013,sell
F,11/22/2013,sell
WM,11/22/2013,sell
ANSS,11/25/2013,buy
CMI,11/25/2013,buy
JBHT,11/25/2013,buy
VRSK,11/25/2013,buy
XLNX,11/25/2013,buy
AIG,11/25/2013,sell
WMB,11/25/2013,sell
CMI,11/26/2013,sell
JBHT,11/26/2013,sell
TTWO,11/26/2013,sell
XLNX,11/26/2013,sell
F,11/27/2013,buy
HCA,11/27/2013,buy
LYV,11/27/2013,buy
MGM,11/27/2013,buy
RHI,11/27/2013,buy
NCLH,11/27/2013,sell
EXR,11/29/2013,buy
TSLA,11/29/2013,buy
F,11/29/2013,sell
MGM,11/29/2013,sell
RHI,11/29/2013,sell
PGR,12/2/2013,sell
FB,12/3/2013,buy
LRCX,12/3/2013,buy
UDR,12/3/2013,buy
PKI,12/3/2013,sell
BBY,12/4/2013,buy
NRG,12/4/2013,buy
LRCX,12/4/2013,sell
ORLY,12/4/2013,sell
RMD,12/4/2013,sell
UDR,12/4/2013,sell
PXD,12/5/2013,buy
BBY,12/5/2013,sell
NRG,12/5/2013,sell
AIG,12/6/2013,buy
SWK,12/6/2013,buy
ZTS,12/6/2013,buy
CMI,12/9/2013,buy
DD,12/9/2013,buy
K,12/9/2013,buy
KIM,12/9/2013,buy
AIG,12/9/2013,sell
SWK,12/9/2013,sell
ZTS,12/9/2013,sell
IQV,12/10/2013,buy
ORLY,12/10/2013,buy
SHW,12/10/2013,buy
TTWO,12/10/2013,buy
CMI,12/10/2013,sell
DD,12/10/2013,sell
K,12/10/2013,sell
KIM,12/10/2013,sell
WAT,12/10/2013,sell
BRO,12/11/2013,sell
COO,12/11/2013,sell
ES,12/12/2013,buy
DLTR,12/13/2013,buy
ES,12/13/2013,sell
FB,12/13/2013,sell
BBY,12/16/2013,buy
XOM,12/16/2013,sell
DOV,12/17/2013,buy
F,12/17/2013,buy
LRCX,12/17/2013,buy
XLNX,12/17/2013,buy
BBY,12/17/2013,sell
REGN,12/17/2013,sell
AWK,12/18/2013,buy
AMAT,12/18/2013,buy
CMS,12/18/2013,buy
EOG,12/18/2013,buy
FCX,12/18/2013,buy
HST,12/18/2013,buy
J,12/18/2013,buy
LDOS,12/18/2013,buy
LOW,12/18/2013,buy
XEL,12/18/2013,buy
APH,12/18/2013,sell
KMX,12/18/2013,sell
F,12/18/2013,sell
GS,12/18/2013,sell
LRCX,12/18/2013,sell
XLNX,12/18/2013,sell
ABT,12/19/2013,buy
APD,12/19/2013,buy
BSX,12/19/2013,buy
FANG,12/19/2013,buy
EMN,12/19/2013,buy
IDXX,12/19/2013,buy
KSU,12/19/2013,buy
L,12/19/2013,buy
NUE,12/19/2013,buy
ROST,12/19/2013,buy
CRM,12/19/2013,buy
SRE,12/19/2013,buy
WAT,12/19/2013,buy
AWK,12/19/2013,sell
AMAT,12/19/2013,sell
CMS,12/19/2013,sell
EOG,12/19/2013,sell
FCX,12/19/2013,sell
HST,12/19/2013,sell
LDOS,12/19/2013,sell
LOW,12/19/2013,sell
TMUS,12/19/2013,sell
XEL,12/19/2013,sell
AEE,12/20/2013,buy
AMT,12/20/2013,buy
CNP,12/20/2013,buy
DVN,12/20/2013,buy
D,12/20/2013,buy
DTE,12/20/2013,buy
DUK,12/20/2013,buy
HES,12/20/2013,buy
KLAC,12/20/2013,buy
NEE,12/20/2013,buy
OXY,12/20/2013,buy
RF,12/20/2013,buy
SBAC,12/20/2013,buy
SLB,12/20/2013,buy
NOW,12/20/2013,buy
SYK,12/20/2013,buy
WBA,12/20/2013,buy
WLTW,12/20/2013,buy
APD,12/20/2013,sell
AZO,12/20/2013,sell
EMN,12/20/2013,sell
NUE,12/20/2013,sell
GWW,12/20/2013,sell
AMGN,12/23/2013,buy
T,12/23/2013,buy
LLY,12/23/2013,buy
HAL,12/23/2013,buy
MCD,12/23/2013,buy
NWS,12/23/2013,buy
REGN,12/23/2013,buy
TER,12/23/2013,buy
COO,12/23/2013,buy
AEE,12/23/2013,sell
CNP,12/23/2013,sell
DVN,12/23/2013,sell
D,12/23/2013,sell
DTE,12/23/2013,sell
DUK,12/23/2013,sell
KLAC,12/23/2013,sell
MCHP,12/23/2013,sell
NEE,12/23/2013,sell
RF,12/23/2013,sell
ROP,12/23/2013,sell
SLB,12/23/2013,sell
SYK,12/23/2013,sell
SNPS,12/23/2013,sell
WBA,12/23/2013,sell
WLTW,12/23/2013,sell
LNT,12/24/2013,buy
ALL,12/24/2013,buy
BKR,12/24/2013,buy
ECL,12/24/2013,buy
RE,12/24/2013,buy
MKC,12/24/2013,buy
SBUX,12/24/2013,buy
HSY,12/24/2013,buy
VZ,12/24/2013,buy
WRB,12/24/2013,buy
GWW,12/24/2013,buy
T,12/24/2013,sell
LLY,12/24/2013,sell
MET,12/24/2013,sell
NWS,12/24/2013,sell
TER,12/24/2013,sell
AES,12/26/2013,buy
AJG,12/26/2013,buy
COP,12/26/2013,buy
IFF,12/26/2013,buy
MKTX,12/26/2013,buy
LNT,12/26/2013,sell
ALL,12/26/2013,sell
BKR,12/26/2013,sell
ECL,12/26/2013,sell
RE,12/26/2013,sell
MKC,12/26/2013,sell
SBUX,12/26/2013,sell
TSLA,12/26/2013,sell
HSY,12/26/2013,sell
VZ,12/26/2013,sell
WRB,12/26/2013,sell
GWW,12/26/2013,sell
AEP,12/27/2013,buy
CERN,12/27/2013,buy
K,12/27/2013,buy
MTD,12/27/2013,buy
NTAP,12/27/2013,buy
PGR,12/27/2013,buy
COP,12/27/2013,sell
CPRT,12/27/2013,sell
IFF,12/27/2013,sell
CE,12/30/2013,buy
GPS,12/30/2013,buy
KMB,12/30/2013,buy
AEP,12/30/2013,sell
ADP,12/30/2013,sell
DISCK,12/30/2013,sell
K,12/30/2013,sell
MKTX,12/30/2013,sell
NTAP,12/30/2013,sell
APA,12/31/2013,buy
BBWI,12/31/2013,buy
CCI,12/31/2013,buy
GIS,12/31/2013,buy
CE,12/31/2013,sell
GPS,12/31/2013,sell
KMB,12/31/2013,sell
BAC,1/2/2014,sell
BBWI,1/2/2014,sell
CCI,1/2/2014,sell
ALK,1/3/2014,buy
PFE,1/3/2014,buy
ALK,1/6/2014,sell
EBAY,1/6/2014,sell
PFE,1/6/2014,sell
PXD,1/6/2014,sell
JNJ,1/7/2014,buy
WBA,1/7/2014,buy
LYV,1/7/2014,sell
MDT,1/7/2014,sell
AWK,1/8/2014,buy
D,1/8/2014,buy
SBUX,1/8/2014,buy
HSIC,1/8/2014,sell
SJM,1/8/2014,sell
JNJ,1/8/2014,sell
WBA,1/8/2014,sell
ECL,1/9/2014,buy
KR,1/9/2014,buy
BIO,1/9/2014,sell
CI,1/9/2014,sell
FANG,1/9/2014,sell
D,1/9/2014,sell
HCA,1/9/2014,sell
SBUX,1/9/2014,sell
LNT,1/10/2014,buy
AEP,1/10/2014,buy
CMS,1/10/2014,buy
CL,1/10/2014,buy
DTE,1/10/2014,buy
FAST,1/10/2014,buy
K,1/10/2014,buy
SWK,1/10/2014,buy
BSX,1/10/2014,sell
ECL,1/10/2014,sell
J,1/10/2014,sell
KR,1/10/2014,sell
KMB,1/13/2014,buy
LNT,1/13/2014,sell
AEP,1/13/2014,sell
CMS,1/13/2014,sell
CL,1/13/2014,sell
DTE,1/13/2014,sell
FAST,1/13/2014,sell
K,1/13/2014,sell
MRK,1/13/2014,sell
PGR,1/13/2014,sell
SWK,1/13/2014,sell
CE,1/14/2014,buy
CCI,1/14/2014,buy
SLB,1/14/2014,buy
BKR,1/15/2014,buy
GRMN,1/15/2014,buy
WLTW,1/15/2014,buy
CE,1/15/2014,sell
CCI,1/15/2014,sell
IQV,1/15/2014,sell
LKQ,1/15/2014,sell
CRM,1/15/2014,sell
SLB,1/15/2014,sell
VZ,1/16/2014,buy
BKR,1/16/2014,sell
GRMN,1/16/2014,sell
VNO,1/16/2014,sell
WLTW,1/16/2014,sell
EA,1/17/2014,buy
MSFT,1/17/2014,buy
PXD,1/17/2014,buy
PNC,1/17/2014,sell
VZ,1/17/2014,sell
FANG,1/21/2014,buy
DUK,1/21/2014,buy
MTD,1/21/2014,sell
DUK,1/22/2014,sell
ROST,1/22/2014,sell
CBOE,1/23/2014,buy
NFLX,1/23/2014,buy
DLTR,1/23/2014,sell
AES,1/24/2014,sell
ANSS,1/24/2014,sell
KSU,1/24/2014,sell
L,1/24/2014,sell
OXY,1/24/2014,sell
APA,1/27/2014,sell
HES,1/27/2014,sell
WAT,1/28/2014,sell
ABT,1/29/2014,sell
EXPD,1/29/2014,sell
DRE,1/30/2014,buy
HBI,1/30/2014,buy
HUM,1/30/2014,buy
UNP,1/30/2014,sell
WHR,1/30/2014,sell
MKTX,1/31/2014,buy
VZ,1/31/2014,buy
CVX,1/31/2014,sell
DOV,1/31/2014,sell
DRE,1/31/2014,sell
HUM,1/31/2014,sell
TTWO,1/31/2014,sell
BLL,2/3/2014,buy
CMG,2/3/2014,buy
C,2/3/2014,sell
GIS,2/3/2014,sell
MRO,2/3/2014,sell
PXD,2/3/2014,sell
COO,2/3/2014,sell
VZ,2/3/2014,sell
FLT,2/4/2014,buy
PFE,2/4/2014,buy
NRG,2/5/2014,buy
PXD,2/5/2014,buy
YUM,2/5/2014,buy
PFE,2/5/2014,sell
ATVI,2/6/2014,buy
ANTM,2/6/2014,buy
CME,2/6/2014,buy
COST,2/6/2014,buy
DVN,2/6/2014,buy
EMN,2/6/2014,buy
ICE,2/6/2014,buy
MCO,2/6/2014,buy
WM,2/6/2014,buy
IDXX,2/6/2014,sell
ORLY,2/6/2014,sell
PXD,2/6/2014,sell
ABBV,2/7/2014,buy
AES,2/7/2014,buy
ALL,2/7/2014,buy
CB,2/7/2014,buy
CSX,2/7/2014,buy
CMI,2/7/2014,buy
DFS,2/7/2014,buy
FIS,2/7/2014,buy
GNRC,2/7/2014,buy
HES,2/7/2014,buy
LEG,2/7/2014,buy
LYB,2/7/2014,buy
MTD,2/7/2014,buy
MHK,2/7/2014,buy
NWSA,2/7/2014,buy
NWS,2/7/2014,buy
NLSN,2/7/2014,buy
NKE,2/7/2014,buy
OXY,2/7/2014,buy
SNA,2/7/2014,buy
SBUX,2/7/2014,buy
HIG,2/7/2014,buy
TJX,2/7/2014,buy
VIAC,2/7/2014,buy
ATVI,2/7/2014,sell
ANTM,2/7/2014,sell
CME,2/7/2014,sell
COST,2/7/2014,sell
DVN,2/7/2014,sell
FANG,2/7/2014,sell
EMN,2/7/2014,sell
ICE,2/7/2014,sell
MCO,2/7/2014,sell
WM,2/7/2014,sell
ADM,2/10/2014,buy
AFL,2/10/2014,buy
APD,2/10/2014,buy
AIG,2/10/2014,buy
AON,2/10/2014,buy
AAPL,2/10/2014,buy
AMAT,2/10/2014,buy
BDX,2/10/2014,buy
BR,2/10/2014,buy
COF,2/10/2014,buy
CCI,2/10/2014,buy
ECL,2/10/2014,buy
GIS,2/10/2014,buy
HAS,2/10/2014,buy
JPM,2/10/2014,buy
KLAC,2/10/2014,buy
LNC,2/10/2014,buy
MSI,2/10/2014,buy
NVDA,2/10/2014,buy
SLB,2/10/2014,buy
VFC,2/10/2014,buy
ABBV,2/10/2014,sell
AES,2/10/2014,sell
AKAM,2/10/2014,sell
ALL,2/10/2014,sell
CB,2/10/2014,sell
CSX,2/10/2014,sell
CMI,2/10/2014,sell
DFS,2/10/2014,sell
EXR,2/10/2014,sell
HES,2/10/2014,sell
LEG,2/10/2014,sell
LYB,2/10/2014,sell
NLSN,2/10/2014,sell
NKE,2/10/2014,sell
OXY,2/10/2014,sell
SNA,2/10/2014,sell
SBUX,2/10/2014,sell
HIG,2/10/2014,sell
TJX,2/10/2014,sell
VIAC,2/10/2014,sell
MMM,2/11/2014,buy
ABT,2/11/2014,buy
ABMD,2/11/2014,buy
AMD,2/11/2014,buy
AXP,2/11/2014,buy
ANTM,2/11/2014,buy
BAX,2/11/2014,buy
BWA,2/11/2014,buy
BMY,2/11/2014,buy
CE,2/11/2014,buy
CHD,2/11/2014,buy
C,2/11/2014,buy
CL,2/11/2014,buy
CVS,2/11/2014,buy
DE,2/11/2014,buy
DG,2/11/2014,buy
FRC,2/11/2014,buy
FMC,2/11/2014,buy
FCX,2/11/2014,buy
GRMN,2/11/2014,buy
GE,2/11/2014,buy
GL,2/11/2014,buy
HOLX,2/11/2014,buy
IVZ,2/11/2014,buy
JKHY,2/11/2014,buy
JNJ,2/11/2014,buy
LRCX,2/11/2014,buy
LVS,2/11/2014,buy
LIN,2/11/2014,buy
MMC,2/11/2014,buy
MAS,2/11/2014,buy
MET,2/11/2014,buy
MPWR,2/11/2014,buy
NUE,2/11/2014,buy
PH,2/11/2014,buy
PPG,2/11/2014,buy
PFG,2/11/2014,buy
SEE,2/11/2014,buy
TROW,2/11/2014,buy
TXN,2/11/2014,buy
COO,2/11/2014,buy
UPS,2/11/2014,buy
ADM,2/11/2014,sell
APD,2/11/2014,sell
AON,2/11/2014,sell
AAPL,2/11/2014,sell
AMAT,2/11/2014,sell
BDX,2/11/2014,sell
CCI,2/11/2014,sell
ECL,2/11/2014,sell
GIS,2/11/2014,sell
HAS,2/11/2014,sell
JPM,2/11/2014,sell
KLAC,2/11/2014,sell
MSI,2/11/2014,sell
NVDA,2/11/2014,sell
REGN,2/11/2014,sell
VFC,2/11/2014,sell
AOS,2/12/2014,buy
AMP,2/12/2014,buy
ABC,2/12/2014,buy
AME,2/12/2014,buy
APH,2/12/2014,buy
BLK,2/12/2014,buy
BK,2/12/2014,buy
SCHW,2/12/2014,buy
CTAS,2/12/2014,buy
CLX,2/12/2014,buy
CTSH,2/12/2014,buy
CPRT,2/12/2014,buy
DHR,2/12/2014,buy
XRAY,2/12/2014,buy
DPZ,2/12/2014,buy
RE,2/12/2014,buy
BEN,2/12/2014,buy
HSIC,2/12/2014,buy
HLT,2/12/2014,buy
HST,2/12/2014,buy
IEX,2/12/2014,buy
INTC,2/12/2014,buy
LOW,2/12/2014,buy
MDLZ,2/12/2014,buy
MS,2/12/2014,buy
NDAQ,2/12/2014,buy
POOL,2/12/2014,buy
PRU,2/12/2014,buy
ROL,2/12/2014,buy
STT,2/12/2014,buy
TFX,2/12/2014,buy
TRMB,2/12/2014,buy
WY,2/12/2014,buy
WHR,2/12/2014,buy
ZION,2/12/2014,buy
MMM,2/12/2014,sell
ABT,2/12/2014,sell
AXP,2/12/2014,sell
ANTM,2/12/2014,sell
BAX,2/12/2014,sell
BWA,2/12/2014,sell
BMY,2/12/2014,sell
CE,2/12/2014,sell
CHD,2/12/2014,sell
C,2/12/2014,sell
CL,2/12/2014,sell
CVS,2/12/2014,sell
DE,2/12/2014,sell
DG,2/12/2014,sell
FRC,2/12/2014,sell
FMC,2/12/2014,sell
FCX,2/12/2014,sell
GRMN,2/12/2014,sell
GE,2/12/2014,sell
GL,2/12/2014,sell
IVZ,2/12/2014,sell
JKHY,2/12/2014,sell
JNJ,2/12/2014,sell
LRCX,2/12/2014,sell
LVS,2/12/2014,sell
LIN,2/12/2014,sell
MMC,2/12/2014,sell
MAS,2/12/2014,sell
MET,2/12/2014,sell
NUE,2/12/2014,sell
PH,2/12/2014,sell
PPG,2/12/2014,sell
PFG,2/12/2014,sell
TROW,2/12/2014,sell
TXN,2/12/2014,sell
UPS,2/12/2014,sell
ACN,2/13/2014,buy
ADP,2/13/2014,buy
AVY,2/13/2014,buy
BA,2/13/2014,buy
CMA,2/13/2014,buy
EMR,2/13/2014,buy
FDX,2/13/2014,buy
GS,2/13/2014,buy
KEY,2/13/2014,buy
MPC,2/13/2014,buy
MDT,2/13/2014,buy
TAP,2/13/2014,buy
MSCI,2/13/2014,buy
NWL,2/13/2014,buy
PAYX,2/13/2014,buy
PSX,2/13/2014,buy
RTX,2/13/2014,buy
ROK,2/13/2014,buy
SYY,2/13/2014,buy
TSCO,2/13/2014,buy
USB,2/13/2014,buy
UHS,2/13/2014,buy
WST,2/13/2014,buy
AOS,2/13/2014,sell
AMP,2/13/2014,sell
ABC,2/13/2014,sell
APH,2/13/2014,sell
BK,2/13/2014,sell
SCHW,2/13/2014,sell
CTAS,2/13/2014,sell
DPZ,2/13/2014,sell
BEN,2/13/2014,sell
HST,2/13/2014,sell
IEX,2/13/2014,sell
INTC,2/13/2014,sell
NDAQ,2/13/2014,sell
ROL,2/13/2014,sell
STT,2/13/2014,sell
TFX,2/13/2014,sell
WY,2/13/2014,sell
ZION,2/13/2014,sell
MO,2/14/2014,buy
TECH,2/14/2014,buy
CPB,2/14/2014,buy
DG,2/14/2014,buy
DOV,2/14/2014,buy
ETN,2/14/2014,buy
XOM,2/14/2014,buy
FISV,2/14/2014,buy
FBHS,2/14/2014,buy
GM,2/14/2014,buy
HRL,2/14/2014,buy
HBAN,2/14/2014,buy
ITW,2/14/2014,buy
IPGP,2/14/2014,buy
LDOS,2/14/2014,buy
MA,2/14/2014,buy
PBCT,2/14/2014,buy
RJF,2/14/2014,buy
ROP,2/14/2014,buy
ACN,2/14/2014,sell
ADP,2/14/2014,sell
AVY,2/14/2014,sell
BA,2/14/2014,sell
CMA,2/14/2014,sell
FDX,2/14/2014,sell
GS,2/14/2014,sell
MPC,2/14/2014,sell
MDT,2/14/2014,sell
TAP,2/14/2014,sell
MSCI,2/14/2014,sell
NWL,2/14/2014,sell
PAYX,2/14/2014,sell
PSX,2/14/2014,sell
RTX,2/14/2014,sell
ROK,2/14/2014,sell
SYY,2/14/2014,sell
TSCO,2/14/2014,sell
INTU,2/18/2014,buy
RHI,2/18/2014,buy
STE,2/18/2014,buy
TT,2/18/2014,buy
VLO,2/18/2014,buy
MO,2/18/2014,sell
TECH,2/18/2014,sell
CPB,2/18/2014,sell
DG,2/18/2014,sell
DOV,2/18/2014,sell
ETN,2/18/2014,sell
XOM,2/18/2014,sell
FLT,2/18/2014,sell
FBHS,2/18/2014,sell
GM,2/18/2014,sell
HRL,2/18/2014,sell
HBAN,2/18/2014,sell
ITW,2/18/2014,sell
LDOS,2/18/2014,sell
PCAR,2/18/2014,sell
PBCT,2/18/2014,sell
ROP,2/18/2014,sell
CF,2/19/2014,buy
J,2/19/2014,buy
TMUS,2/19/2014,buy
INTU,2/19/2014,sell
MKTX,2/19/2014,sell
RHI,2/19/2014,sell
TT,2/19/2014,sell
VLO,2/19/2014,sell
VZ,2/20/2014,buy
CF,2/20/2014,sell
IP,2/20/2014,sell
SBAC,2/20/2014,sell
IT,2/21/2014,buy
HBAN,2/21/2014,buy
STX,2/21/2014,buy
TYL,2/21/2014,buy
VRSN,2/21/2014,buy
VFC,2/21/2014,buy
WLTW,2/21/2014,buy
CHTR,2/21/2014,sell
NOW,2/21/2014,sell
TMUS,2/21/2014,sell
VZ,2/21/2014,sell
AIZ,2/24/2014,buy
MKTX,2/24/2014,buy
AME,2/24/2014,sell
HBAN,2/24/2014,sell
STX,2/24/2014,sell
VFC,2/24/2014,sell
AMZN,2/25/2014,buy
CI,2/25/2014,buy
AIZ,2/25/2014,sell
MKTX,2/25/2014,sell
WST,2/25/2014,sell
ODFL,2/26/2014,buy
VZ,2/27/2014,buy
DHR,2/27/2014,sell
ODFL,2/27/2014,sell
ATO,2/28/2014,buy
DE,2/28/2014,buy
ODFL,2/28/2014,buy
HAL,2/28/2014,sell
UNH,2/28/2014,sell
VZ,2/28/2014,sell
AAPL,3/3/2014,buy
ATO,3/3/2014,sell
DE,3/3/2014,sell
ODFL,3/3/2014,sell
ALGN,3/4/2014,buy
CME,3/4/2014,buy
ICE,3/4/2014,buy
ODFL,3/4/2014,buy
TMUS,3/4/2014,buy
AAPL,3/4/2014,sell
IT,3/4/2014,sell
MPWR,3/4/2014,sell
A,3/5/2014,buy
CBOE,3/5/2014,sell
CME,3/5/2014,sell
ICE,3/5/2014,sell
CHTR,3/6/2014,buy
LRCX,3/6/2014,buy
SBUX,3/6/2014,buy
STT,3/6/2014,buy
WY,3/6/2014,buy
A,3/6/2014,sell
CTSH,3/6/2014,sell
DRI,3/7/2014,buy
LRCX,3/7/2014,sell
ODFL,3/7/2014,sell
SBUX,3/7/2014,sell
STT,3/7/2014,sell
UHS,3/7/2014,sell
WY,3/7/2014,sell
WST,3/10/2014,buy
CNC,3/10/2014,sell
DRI,3/10/2014,sell
TWTR,3/12/2014,buy
PVH,3/13/2014,sell
STX,3/14/2014,buy
HOLX,3/14/2014,sell
TWTR,3/14/2014,sell
WEC,3/14/2014,sell
TRV,3/17/2014,buy
PENN,3/17/2014,sell
STX,3/17/2014,sell
VRSN,3/17/2014,sell
F,3/18/2014,buy
AMGN,3/18/2014,sell
TRV,3/18/2014,sell
F,3/19/2014,sell
POOL,3/19/2014,sell
AES,3/20/2014,buy
CCL,3/20/2014,buy
NCLH,3/20/2014,buy
STT,3/20/2014,buy
ADI,3/20/2014,sell
CMG,3/20/2014,sell
KEY,3/20/2014,sell
BAX,3/21/2014,buy
NUE,3/21/2014,buy
AES,3/21/2014,sell
CCL,3/21/2014,sell
HLT,3/21/2014,sell
PG,3/21/2014,sell
STT,3/21/2014,sell
MTD,3/24/2014,sell
MHK,3/24/2014,sell
NUE,3/24/2014,sell
WST,3/24/2014,sell
BEN,3/25/2014,buy
JNPR,3/25/2014,buy
MA,3/25/2014,sell
VRSK,3/25/2014,sell
BA,3/26/2014,buy
HCA,3/26/2014,buy
LDOS,3/26/2014,buy
UHS,3/26/2014,buy
BEN,3/26/2014,sell
JNPR,3/26/2014,sell
NRG,3/26/2014,sell
SEE,3/26/2014,sell
BSX,3/27/2014,buy
DLR,3/27/2014,buy
PVH,3/27/2014,buy
VRSN,3/27/2014,buy
ALGN,3/27/2014,sell
AMZN,3/27/2014,sell
LDOS,3/27/2014,sell
TYL,3/27/2014,sell
DUK,3/28/2014,buy
DLR,3/28/2014,sell
SWK,3/31/2014,buy
DUK,3/31/2014,sell
MSFT,3/31/2014,sell
AOS,4/1/2014,buy
A,4/1/2014,buy
BIO,4/1/2014,buy
CTSH,4/1/2014,buy
CMCSA,4/1/2014,buy
DHR,4/1/2014,buy
EQIX,4/1/2014,buy
IP,4/1/2014,buy
JNPR,4/1/2014,buy
MTD,4/1/2014,buy
NWL,4/1/2014,buy
NLSN,4/1/2014,buy
PHM,4/1/2014,buy
SEE,4/1/2014,buy
UAL,4/1/2014,buy
VTR,4/1/2014,buy
WY,4/1/2014,buy
ZBH,4/1/2014,buy
SWK,4/1/2014,sell
STE,4/1/2014,sell
ALGN,4/2/2014,buy
DHI,4/2/2014,buy
HOLX,4/2/2014,buy
HON,4/2/2014,buy
MU,4/2/2014,buy
PXD,4/2/2014,buy
ROP,4/2/2014,buy
CRM,4/2/2014,buy
WST,4/2/2014,buy
XYL,4/2/2014,buy
AOS,4/2/2014,sell
A,4/2/2014,sell
DHR,4/2/2014,sell
EQIX,4/2/2014,sell
JNPR,4/2/2014,sell
NWL,4/2/2014,sell
NLSN,4/2/2014,sell
PHM,4/2/2014,sell
SEE,4/2/2014,sell
