stock,date,tradeNumber,price,stopLoss,profitTarget,action
EXC,2021-12-28 00:00:00,3.0,55.61000061035156,47.5,55.476497650146484,sell
FE,2021-12-28 00:00:00,2.0,40.9900016784668,34.84230852127075,39.28823637962341,sell
