date,stock,numberOfShares,action
2019-11-19,ES,0.0,buy
2019-11-19,HOLX,0.0,buy
2019-11-19,NEM,1.0,buy
2019-11-19,PG,0.0,buy
2019-11-19,WELL,0.0,buy
2019-11-19,XEL,0.0,buy
2019-11-19,CCI,64.0,sell
2019-11-19,FIS,0.0,sell
2019-11-19,MLM,0.0,sell
2019-11-19,HIG,220.0,sell
2019-11-19,VMC,0.0,sell
2019-11-19,WRB,0.0,sell
2019-11-20,AEP,149.0,buy
2019-11-20,ATO,79.0,buy
2019-11-20,DLR,0.0,buy
2019-11-20,PEAK,1.0,buy
2019-11-20,PEP,0.0,buy
2019-11-20,UDR,0.0,buy
2019-11-20,AVB,63.0,sell
2019-11-20,CMS,0.0,sell
2019-11-20,KO,0.0,sell
2019-11-20,ECL,65.0,sell
2019-11-20,EQR,0.0,sell
2019-11-20,ESS,0.0,sell
2019-11-20,ES,0.0,sell
2019-11-20,WELL,0.0,sell
2019-11-20,XEL,0.0,sell
2019-11-21,BDX,52.0,buy
2019-11-21,IDXX,46.0,buy
2019-11-21,ZTS,0.0,buy
2019-11-21,AEP,149.0,sell
2019-11-21,ATO,79.0,sell
2019-11-21,PEAK,1.0,sell
2019-11-21,NEM,1.0,sell
2019-11-22,FE,294.0,buy
2019-11-22,WEC,96.0,buy
2019-11-22,AMT,0.0,sell
2019-11-22,IDXX,46.0,sell
2019-11-22,ZTS,0.0,sell
2019-11-25,CF,272.0,buy
2019-11-25,DLTR,0.0,buy
2019-11-25,IBM,0.0,buy
2019-11-25,BDX,52.0,sell
2019-11-25,DHR,0.0,sell
2019-11-25,DVA,212.0,sell
2019-11-25,FE,294.0,sell
2019-11-25,WEC,96.0,sell
2019-11-26,ATVI,240.0,buy
2019-11-26,AMZN,7.0,buy
2019-11-26,AVB,64.0,buy
2019-11-26,JCI,269.0,buy
2019-11-26,AWK,110.0,sell
2019-11-26,BBY,0.0,sell
2019-11-26,CF,272.0,sell
2019-11-26,CPRT,301.0,sell
2019-11-26,DLTR,0.0,sell
2019-11-26,HLT,0.0,sell
2019-11-26,IBM,0.0,sell
2019-11-27,CINF,132.0,buy
2019-11-27,ED,167.0,buy
2019-11-27,FRT,110.0,buy
2019-11-27,MCHP,253.0,buy
2019-11-27,VZ,0.0,buy
2019-11-27,AVB,64.0,sell
2019-11-27,JCI,269.0,sell
2019-11-27,TJX,0.0,sell
2019-11-29,TMUS,170.0,buy
2019-11-29,CINF,132.0,sell
2019-11-29,ED,167.0,sell
2019-11-29,FRT,110.0,sell
2019-11-29,VZ,0.0,sell
2019-12-02,NRG,360.0,buy
2019-12-02,BA,35.0,sell
2019-12-03,ETR,123.0,buy
2019-12-03,MCHP,253.0,sell
2019-12-03,NRG,360.0,sell
2019-12-04,CB,93.0,buy
2019-12-04,ETR,123.0,sell
2019-12-04,EL,68.0,sell
2019-12-04,HOLX,0.0,sell
2019-12-04,NEE,1.0,sell
2019-12-05,AEE,189.0,buy
2019-12-05,CB,93.0,sell
2019-12-06,ATO,132.0,buy
2019-12-06,CB,92.0,buy
2019-12-06,ECL,73.0,buy
2019-12-06,ESS,45.0,buy
2019-12-06,WHR,96.0,buy
2019-12-06,AEE,189.0,sell
2019-12-06,BLL,190.0,sell
2019-12-06,COF,1.0,sell
2019-12-06,CBRE,0.0,sell
2019-12-06,MSCI,56.0,sell
2019-12-06,TFX,0.0,sell
2019-12-09,CINF,134.0,buy
2019-12-09,CB,92.0,sell
2019-12-09,ECL,73.0,sell
2019-12-09,ESS,45.0,sell
2019-12-09,WHR,96.0,sell
2019-12-10,T,406.0,buy
2019-12-10,KMI,765.0,buy
2019-12-10,AZO,11.0,sell
2019-12-10,CINF,134.0,sell
2019-12-10,CMCSA,127.0,sell
2019-12-10,INTU,0.0,sell
2019-12-11,LHX,70.0,buy
2019-12-11,AKAM,143.0,sell
2019-12-11,T,406.0,sell
2019-12-11,BR,29.0,sell
2019-12-11,KMI,765.0,sell
2019-12-11,KR,3.0,sell
2019-12-11,TMUS,170.0,sell
2019-12-12,DE,79.0,buy
2019-12-12,KLAC,80.0,buy
2019-12-12,LNC,240.0,buy
2019-12-12,L,266.0,buy
2019-12-12,NWL,760.0,buy
2019-12-12,AXP,0.0,sell
2019-12-12,ICE,0.0,sell
2019-12-12,LHX,70.0,sell
2019-12-12,SBAC,0.0,sell
2019-12-13,CVX,127.0,buy
2019-12-13,HES,224.0,buy
2019-12-13,J,151.0,buy
2019-12-13,PEG,246.0,buy
2019-12-13,DLR,0.0,sell
2019-12-13,LNC,240.0,sell
2019-12-13,LYV,0.0,sell
2019-12-13,NWL,760.0,sell
2019-12-13,UDR,0.0,sell
2019-12-16,AIG,277.0,buy
2019-12-16,ES,174.0,buy
2019-12-16,HD,65.0,buy
2019-12-16,INTU,51.0,buy
2019-12-16,NRG,8.0,buy
2019-12-16,AON,66.0,sell
2019-12-16,ENPH,0.0,sell
2019-12-16,PEG,246.0,sell
2019-12-17,ALK,193.0,buy
2019-12-17,BR,113.0,buy
2019-12-17,EVRG,3.0,buy
2019-12-17,MPC,0.0,buy
2019-12-17,UPS,0.0,buy
2019-12-17,AIG,277.0,sell
2019-12-17,ES,174.0,sell
2019-12-17,HD,65.0,sell
2019-12-17,NKE,0.0,sell
2019-12-17,NRG,8.0,sell
2019-12-18,AKAM,159.0,buy
2019-12-18,CMCSA,325.0,buy
2019-12-18,JBHT,118.0,buy
2019-12-18,BR,113.0,sell
2019-12-18,EVRG,3.0,sell
2019-12-18,MPC,0.0,sell
2019-12-18,UPS,0.0,sell
2019-12-19,SBAC,57.0,buy
2019-12-19,TMUS,10.0,buy
2019-12-19,VFC,28.0,sell
2019-12-20,ICE,28.0,buy
2019-12-20,NWL,2.0,buy
2019-12-20,PWR,0.0,buy
2019-12-20,VLO,0.0,buy
2019-12-20,AKAM,159.0,sell
2019-12-20,CRL,0.0,sell
2019-12-23,PEAK,441.0,buy
2019-12-23,MSI,1.0,buy
2019-12-23,UPS,1.0,buy
2019-12-23,NWL,2.0,sell
2019-12-23,VLO,0.0,sell
2019-12-24,IRM,2.0,buy
2019-12-24,ODFL,0.0,buy
2019-12-24,LUV,0.0,buy
2019-12-24,MSI,1.0,sell
2019-12-24,UPS,1.0,sell
2019-12-26,COST,1.0,buy
2019-12-26,HPE,0.0,buy
2019-12-26,JCI,0.0,buy
2019-12-26,IRM,2.0,sell
2019-12-26,LDOS,0.0,sell
2019-12-26,ODFL,0.0,sell
2019-12-27,CME,0.0,buy
2019-12-27,O,0.0,buy
2019-12-27,UDR,1.0,buy
2019-12-27,WBA,0.0,buy
2019-12-27,COST,1.0,sell
2019-12-27,HPE,0.0,sell
2019-12-30,EQR,3.0,buy
2019-12-30,KIM,3.0,buy
2019-12-30,CME,0.0,sell
2019-12-30,O,0.0,sell
2019-12-30,UDR,1.0,sell
2019-12-30,WBA,0.0,sell
2019-12-31,AVB,0.0,buy
2019-12-31,DRE,1.0,buy
2019-12-31,MAA,0.0,buy
2019-12-31,PLD,0.0,buy
2019-12-31,KIM,3.0,sell
2020-01-02,AFL,1.0,buy
2020-01-02,CME,0.0,buy
2020-01-02,AVB,0.0,sell
2020-01-02,DRE,1.0,sell
2020-01-02,MAA,0.0,sell
2020-01-02,MCO,0.0,sell
2020-01-02,PLD,0.0,sell
2020-01-03,IT,0.0,buy
2020-01-03,AFL,1.0,sell
2020-01-03,CME,0.0,sell
2020-01-06,GD,0.0,buy
2020-01-06,LEN,2.0,buy
2020-01-06,ATVI,240.0,sell
2020-01-06,ALK,193.0,sell
2020-01-06,GPN,0.0,sell
2020-01-06,HES,224.0,sell
2020-01-07,GD,0.0,sell
2020-01-07,MU,0.0,sell
2020-01-07,PWR,0.0,sell
2020-01-08,ABC,164.0,buy
2020-01-08,COST,48.0,buy
2020-01-08,HSIC,200.0,buy
2020-01-08,JKHY,10.0,buy
2020-01-08,ADBE,41.0,sell
2020-01-08,EFX,1.0,sell
2020-01-08,SPGI,0.0,sell
2020-01-09,DHI,262.0,buy
2020-01-09,NWL,25.0,buy
2020-01-09,PEG,0.0,buy
2020-01-09,PWR,0.0,buy
2020-01-09,VLO,0.0,buy
2020-01-09,ABC,164.0,sell
2020-01-09,BIO,5.0,sell
2020-01-09,COST,48.0,sell
2020-01-09,FISV,120.0,sell
2020-01-09,JKHY,10.0,sell
2020-01-09,LH,75.0,sell
2020-01-09,MA,0.0,sell
2020-01-10,CAH,290.0,buy
2020-01-10,GIS,279.0,buy
2020-01-10,MPC,251.0,buy
2020-01-10,HSY,96.0,buy
2020-01-10,PEG,0.0,sell
2020-01-10,VLO,0.0,sell
2020-01-13,KMX,36.0,buy
2020-01-13,EW,0.0,buy
2020-01-13,LUMN,3.0,buy
2020-01-13,MRNA,0.0,buy
2020-01-13,CAH,290.0,sell
2020-01-13,MPC,251.0,sell
2020-01-13,HSY,96.0,sell
2020-01-13,WST,79.0,sell
2020-01-14,LUMN,3.0,sell
2020-01-15,KIM,738.0,buy
2020-01-15,LEG,292.0,buy
2020-01-15,MHK,100.0,buy
2020-01-15,SHW,63.0,buy
2020-01-15,UPS,0.0,buy
2020-01-15,WU,0.0,buy
2020-01-15,D,184.0,sell
2020-01-15,EW,0.0,sell
2020-01-15,LEN,2.0,sell
2020-01-15,PWR,0.0,sell
2020-01-15,V,0.0,sell
2020-01-16,KEYS,133.0,buy
2020-01-16,NRG,14.0,buy
2020-01-16,ORLY,0.0,buy
2020-01-16,WRB,0.0,buy
2020-01-16,KIM,738.0,sell
2020-01-16,LEG,292.0,sell
2020-01-16,RJF,0.0,sell
2020-01-16,UPS,0.0,sell
2020-01-16,WU,0.0,sell
2020-01-17,AFL,273.0,buy
2020-01-17,EMN,190.0,buy
2020-01-17,IP,4.0,buy
2020-01-17,IPGP,0.0,buy
2020-01-17,PKG,0.0,buy
2020-01-17,PWR,0.0,buy
2020-01-17,HIG,0.0,buy
2020-01-17,HON,0.0,sell
2020-01-17,NRG,14.0,sell
2020-01-17,WRB,0.0,sell
2020-01-21,SYF,15.0,buy
2020-01-21,VZ,0.0,buy
2020-01-21,AFL,273.0,sell
2020-01-21,EMN,190.0,sell
2020-01-21,IP,4.0,sell
2020-01-21,SNPS,91.0,sell
2020-01-21,HIG,0.0,sell
2020-01-22,TXN,0.0,sell
2020-01-22,VZ,0.0,sell
2020-01-23,ALK,207.0,buy
2020-01-23,AZO,11.0,buy
2020-01-23,AVGO,46.0,buy
2020-01-23,VMC,6.0,buy
2020-01-24,MTB,0.0,buy
2020-01-24,AVGO,46.0,sell
2020-01-24,CVX,127.0,sell
2020-01-24,SYF,15.0,sell
2020-01-24,VMC,6.0,sell
2020-01-27,AZO,11.0,sell
2020-01-27,DE,79.0,sell
2020-01-27,DFS,0.0,sell
2020-01-27,MTB,0.0,sell
2020-01-27,PWR,0.0,sell
2020-01-27,UAL,0.0,sell
2020-01-28,DHI,262.0,sell
2020-01-28,WLTW,0.0,sell
2020-01-29,IPGP,0.0,sell
2020-01-29,JBHT,118.0,sell
2020-01-29,KEYS,133.0,sell
2020-01-29,ORLY,0.0,sell
2020-01-29,POOL,0.0,sell
2020-01-30,AFL,274.0,buy
2020-01-30,VMC,99.0,buy
2020-01-30,PKG,0.0,sell
2020-01-31,AFL,274.0,sell
2020-01-31,AMZN,7.0,sell
2020-01-31,MHK,100.0,sell
2020-01-31,SHW,63.0,sell
2020-02-03,AIZ,108.0,buy
2020-02-03,CB,94.0,buy
2020-02-03,MLM,51.0,buy
2020-02-03,HIG,242.0,buy
2020-02-04,EBAY,379.0,buy
2020-02-04,FAST,393.0,buy
2020-02-04,FITB,505.0,buy
2020-02-04,FMC,144.0,buy
2020-02-04,F,937.0,buy
2020-02-04,RF,0.0,buy
2020-02-04,DIS,0.0,buy
2020-02-04,CB,94.0,sell
2020-02-04,EQIX,0.0,sell
2020-02-04,HIG,242.0,sell
2020-02-04,XYL,0.0,sell
2020-02-04,ZBH,0.0,sell
2020-02-05,AFL,273.0,buy
2020-02-05,AIG,271.0,buy
2020-02-05,BIIB,0.0,buy
2020-02-05,BK,0.0,buy
2020-02-05,EMN,0.0,buy
2020-02-05,KEY,1.0,buy
2020-02-05,MAR,0.0,buy
2020-02-05,ORCL,0.0,buy
2020-02-05,PH,0.0,buy
2020-02-05,PBCT,1.0,buy
2020-02-05,ROK,0.0,buy
2020-02-05,USB,0.0,buy
2020-02-05,AIZ,108.0,sell
2020-02-05,CERN,1.0,sell
2020-02-05,FITB,505.0,sell
2020-02-05,F,937.0,sell
2020-02-05,RF,0.0,sell
2020-02-05,VMC,99.0,sell
2020-02-06,ABBV,173.0,buy
2020-02-06,BAC,417.0,buy
2020-02-06,SCHW,297.0,buy
2020-02-06,CFG,257.0,buy
2020-02-06,FRC,0.0,buy
2020-02-06,FCX,1.0,buy
2020-02-06,IP,0.0,buy
2020-02-06,IPGP,0.0,buy
2020-02-06,LNC,0.0,buy
2020-02-06,LKQ,0.0,buy
2020-02-06,MGM,0.0,buy
2020-02-06,PCAR,0.0,buy
2020-02-06,PNC,0.0,buy
2020-02-06,PRU,0.0,buy
2020-02-06,REGN,0.0,buy
2020-02-06,ROST,0.0,buy
2020-02-06,TGT,0.0,buy
2020-02-06,HIG,0.0,buy
2020-02-06,URI,0.0,buy
2020-02-06,AFL,273.0,sell
2020-02-06,ALK,207.0,sell
2020-02-06,AIG,271.0,sell
2020-02-06,FMC,144.0,sell
2020-02-06,INTU,51.0,sell
2020-02-06,KEY,1.0,sell
2020-02-06,PBCT,1.0,sell
2020-02-06,USB,0.0,sell
2020-02-07,AMGN,64.0,buy
2020-02-07,T,409.0,buy
2020-02-07,C,188.0,buy
2020-02-07,DE,85.0,buy
2020-02-07,EW,179.0,buy
2020-02-07,EL,4.0,buy
2020-02-07,NWSA,8.0,buy
2020-02-07,NTRS,0.0,buy
2020-02-07,WRK,0.0,buy
2020-02-07,ABBV,173.0,sell
2020-02-07,EMN,0.0,sell
2020-02-07,IP,0.0,sell
2020-02-07,RSG,0.0,sell
2020-02-07,SBAC,57.0,sell
2020-02-07,TMUS,10.0,sell
2020-02-07,TTWO,0.0,sell
2020-02-07,HIG,0.0,sell
2020-02-10,CVS,200.0,buy
2020-02-10,KR,517.0,buy
2020-02-10,STT,28.0,buy
2020-02-10,VZ,0.0,buy
2020-02-10,T,409.0,sell
2020-02-10,RE,0.0,sell
2020-02-11,ADI,123.0,buy
2020-02-11,DISCA,0.0,buy
2020-02-11,DISCK,0.0,buy
2020-02-11,HON,0.0,buy
2020-02-11,HUM,0.0,buy
2020-02-11,ISRG,0.0,buy
2020-02-11,LVS,0.0,buy
2020-02-11,OMC,0.0,buy
2020-02-11,TFC,0.0,buy
2020-02-11,UNH,0.0,buy
2020-02-11,BK,0.0,sell
2020-02-11,MLM,51.0,sell
2020-02-11,VZ,0.0,sell
2020-02-12,ALK,202.0,buy
2020-02-12,ALGN,0.0,buy
2020-02-12,ANTM,0.0,buy
2020-02-12,BIO,0.0,buy
2020-02-12,BKNG,0.0,buy
2020-02-12,CAT,0.0,buy
2020-02-12,CDW,0.0,buy
2020-02-12,DAL,0.0,buy
2020-02-12,JBHT,0.0,buy
2020-02-12,KEYS,0.0,buy
2020-02-12,PPG,0.0,buy
2020-02-12,PWR,1.0,buy
2020-02-12,WYNN,0.0,buy
2020-02-12,CMG,2.0,sell
2020-02-12,HUM,0.0,sell
2020-02-12,IEX,0.0,sell
2020-02-12,IQV,0.0,sell
2020-02-12,OMC,0.0,sell
2020-02-12,UNH,0.0,sell
2020-02-13,APH,35.0,buy
2020-02-13,DPZ,0.0,buy
2020-02-13,MKC,0.0,buy
2020-02-13,PNR,0.0,buy
2020-02-13,PXD,0.0,buy
2020-02-13,SBUX,0.0,buy
2020-02-13,WY,0.0,buy
2020-02-13,PPG,0.0,sell
2020-02-14,MHK,0.0,buy
2020-02-14,RHI,0.0,buy
2020-02-14,APH,35.0,sell
2020-02-14,ATO,132.0,sell
2020-02-14,BXP,103.0,sell
2020-02-14,PEAK,441.0,sell
2020-02-14,HWM,0.0,sell
2020-02-14,J,151.0,sell
2020-02-14,PXD,0.0,sell
2020-02-18,GWW,47.0,buy
2020-02-18,CTAS,48.0,sell
2020-02-18,KR,517.0,sell
2020-02-19,TECH,68.0,buy
2020-02-19,BR,119.0,buy
2020-02-19,HSIC,200.0,sell
2020-02-19,MKC,0.0,sell
2020-02-19,GWW,47.0,sell
2020-02-20,PEG,258.0,buy
2020-02-20,BR,119.0,sell
2020-02-20,DPZ,0.0,sell
2020-02-20,FAST,393.0,sell
2020-02-20,MCK,0.0,sell
2020-02-21,SYY,195.0,buy
2020-02-21,DISCA,0.0,sell
2020-02-21,DISCK,0.0,sell
2020-02-21,LVS,0.0,sell
2020-02-21,PEG,258.0,sell
2020-02-24,ALK,202.0,sell
2020-02-24,ALGN,0.0,sell
2020-02-24,BAC,417.0,sell
2020-02-24,BKNG,0.0,sell
2020-02-24,CAT,0.0,sell
2020-02-24,CDW,0.0,sell
2020-02-24,SCHW,297.0,sell
2020-02-24,C,188.0,sell
2020-02-24,CFG,257.0,sell
2020-02-24,CVS,200.0,sell
2020-02-24,DAL,0.0,sell
2020-02-24,FCX,1.0,sell
2020-02-24,HON,0.0,sell
2020-02-24,JBHT,0.0,sell
2020-02-24,KEYS,0.0,sell
2020-02-24,KLAC,80.0,sell
2020-02-24,LNC,0.0,sell
2020-02-24,MGM,0.0,sell
2020-02-24,ORCL,0.0,sell
2020-02-24,PCAR,0.0,sell
2020-02-24,PFG,0.0,sell
2020-02-24,PRU,0.0,sell
2020-02-24,RHI,0.0,sell
2020-02-24,SBUX,0.0,sell
2020-02-24,STT,28.0,sell
2020-02-24,SYY,195.0,sell
2020-02-24,DIS,0.0,sell
2020-02-24,URI,0.0,sell
2020-02-24,WRK,0.0,sell
2020-02-24,WYNN,0.0,sell
2020-02-25,AMGN,64.0,sell
2020-02-25,ANTM,0.0,sell
2020-02-25,TECH,68.0,sell
2020-02-25,CMCSA,325.0,sell
2020-02-25,EBAY,379.0,sell
2020-02-25,EL,4.0,sell
2020-02-25,FRC,0.0,sell
2020-02-25,IT,0.0,sell
2020-02-25,ILMN,0.0,sell
2020-02-25,LKQ,0.0,sell
2020-02-25,MAR,0.0,sell
2020-02-25,NWL,25.0,sell
2020-02-25,NWSA,8.0,sell
2020-02-25,NTRS,0.0,sell
2020-02-25,PNC,0.0,sell
2020-02-25,PWR,1.0,sell
2020-02-25,LUV,0.0,sell
2020-02-25,TEL,0.0,sell
2020-02-25,TFC,0.0,sell
2020-02-25,WY,0.0,sell
2020-02-26,IPGP,0.0,sell
2020-02-26,MTCH,0.0,sell
2020-02-26,MRNA,0.0,sell
2020-02-26,PNR,0.0,sell
2020-02-26,ROK,0.0,sell
2020-02-27,ADI,123.0,sell
2020-02-27,APTV,0.0,sell
2020-02-27,EW,179.0,sell
2020-02-27,EXPD,0.0,sell
2020-02-27,FLT,0.0,sell
2020-02-27,ISRG,0.0,sell
2020-02-27,JCI,0.0,sell
2020-02-27,L,266.0,sell
2020-02-27,MHK,0.0,sell
2020-02-27,PG,0.0,sell
2020-02-27,ROST,0.0,sell
2020-02-27,TGT,0.0,sell
2020-02-27,UHS,89.0,sell
2020-02-28,BIO,0.0,sell
2020-02-28,DE,85.0,sell
2020-02-28,EQR,3.0,sell
2020-02-28,GIS,279.0,sell
2020-02-28,MRK,174.0,sell
2020-02-28,NOC,37.0,sell
2020-02-28,SYK,0.0,sell
2020-02-28,WMT,102.0,sell
2020-03-02,KEYS,141.0,buy
2020-03-03,KMX,36.0,sell
2020-03-04,A,165.0,buy
2020-03-04,EA,124.0,buy
2020-03-04,KMB,99.0,buy
2020-03-04,MTD,17.0,buy
2020-03-04,QRVO,134.0,buy
2020-03-04,PWR,344.0,buy
2020-03-04,TTWO,115.0,buy
2020-03-05,ANTM,49.0,buy
2020-03-05,GIS,269.0,buy
2020-03-05,HUM,37.0,buy
2020-03-05,K,230.0,buy
2020-03-05,PM,173.0,buy
2020-03-05,WMT,122.0,buy
2020-03-06,CTXS,119.0,buy
2020-03-06,LLY,100.0,buy
2020-03-06,EXR,133.0,buy
2020-03-06,KLAC,90.0,buy
2020-03-06,UNH,50.0,buy
2020-03-09,A,165.0,sell
2020-03-09,ANTM,49.0,sell
2020-03-09,CDNS,0.0,sell
2020-03-09,HUM,37.0,sell
2020-03-09,KEYS,141.0,sell
2020-03-09,KLAC,90.0,sell
2020-03-09,PAYX,0.0,sell
2020-03-09,PM,173.0,sell
2020-03-09,QRVO,134.0,sell
2020-03-09,PWR,344.0,sell
2020-03-09,UNH,50.0,sell
2020-03-10,CNC,222.0,buy
2020-03-10,ED,161.0,buy
2020-03-10,KEYS,141.0,buy
2020-03-11,CBOE,105.0,sell
2020-03-11,EXR,133.0,sell
2020-03-11,ICE,28.0,sell
2020-03-11,MTD,17.0,sell
2020-03-12,BSX,316.0,sell
2020-03-12,EA,124.0,sell
2020-03-12,K,230.0,sell
2020-03-12,KEYS,141.0,sell
2020-03-12,LOW,0.0,sell
2020-03-12,MKTX,36.0,sell
2020-03-12,MDLZ,244.0,sell
2020-03-12,NVR,0.0,sell
2020-03-12,PEP,0.0,sell
2020-03-12,WMT,122.0,sell
2020-03-16,ED,161.0,sell
2020-03-16,PYPL,0.0,sell
2020-03-17,CAG,457.0,buy
2020-03-17,ED,147.0,buy
2020-03-17,HRL,276.0,buy
2020-03-18,AKAM,133.0,buy
2020-03-18,WMT,108.0,buy
2020-03-18,CNC,222.0,sell
2020-03-19,COST,43.0,buy
2020-03-19,ED,147.0,sell
2020-03-20,LLY,100.0,sell
2020-03-20,TTWO,115.0,sell
2020-03-23,AMZN,6.0,buy
2020-03-23,COST,43.0,sell
2020-03-23,GIS,269.0,sell
2020-03-23,TMO,0.0,sell
2020-03-24,AMD,272.0,buy
2020-03-24,FTNT,126.0,buy
2020-03-24,NFLX,35.0,buy
2020-03-24,ODFL,101.0,buy
2020-03-25,NEM,279.0,buy
2020-03-25,NVDA,205.0,buy
2020-03-26,ADBE,39.0,buy
2020-03-26,CHTR,27.0,buy
2020-03-26,DXCM,50.0,buy
2020-03-26,LRCX,49.0,buy
2020-03-26,LDOS,139.0,buy
2020-03-26,MKTX,36.0,buy
2020-03-26,MSFT,82.0,buy
2020-03-26,MCO,57.0,buy
2020-03-26,MSCI,43.0,buy
2020-03-26,NLOK,699.0,buy
2020-03-26,VRTX,56.0,buy
2020-03-26,WST,86.0,buy
2020-03-27,ATVI,224.0,buy
2020-03-27,DVA,172.0,buy
2020-03-27,EQIX,21.0,buy
2020-03-27,NEE,225.0,buy
2020-03-27,PGR,80.0,buy
2020-03-27,TMUS,0.0,buy
2020-03-27,TSLA,0.0,buy
2020-03-27,TYL,0.0,buy
2020-03-30,AEE,0.0,buy
2020-03-30,AMT,0.0,buy
2020-03-30,AWK,0.0,buy
2020-03-30,ABC,0.0,buy
2020-03-30,CMS,0.0,buy
2020-03-30,CCI,0.0,buy
2020-03-30,LLY,0.0,buy
2020-03-30,ES,0.0,buy
2020-03-30,GNRC,0.0,buy
2020-03-30,JKHY,0.0,buy
2020-03-30,SBAC,0.0,buy
2020-03-30,XEL,0.0,buy
2020-03-31,BIO,0.0,buy
2020-03-31,ENPH,0.0,buy
2020-03-31,SJM,0.0,buy
2020-04-01,GIS,0.0,buy
2020-04-01,ENPH,0.0,sell
2020-04-01,GNRC,0.0,sell
2020-04-01,TSLA,0.0,sell
2020-04-02,CPB,0.0,buy
2020-04-02,GIS,0.0,sell
2020-04-03,COST,0.0,buy
2020-04-03,DVA,172.0,sell
2020-04-06,DVA,158.0,buy
2020-04-06,ENPH,1.0,buy
2020-04-06,GNRC,0.0,buy
2020-04-14,NFLX,35.0,sell
2020-04-14,NVDA,205.0,sell
2020-04-14,TYL,0.0,sell
2020-04-15,ATVI,224.0,sell
2020-04-17,REGN,0.0,sell
2020-04-24,PGR,80.0,sell
2020-04-27,MPWR,84.0,sell
2020-04-30,NEE,225.0,sell
2020-05-01,LRCX,49.0,sell
2020-05-06,ENPH,1.0,sell
2020-05-07,BIO,0.0,sell
2020-05-07,TMUS,0.0,sell
2020-05-08,WST,86.0,sell
2020-05-11,LRCX,50.0,buy
2020-05-11,DXCM,50.0,sell
2020-05-13,ABC,0.0,sell
2020-05-13,LRCX,50.0,sell
2020-05-15,PH,0.0,sell
2020-05-18,MCK,94.0,buy
2020-05-18,NEE,232.0,buy
2020-05-20,CL,194.0,buy
2020-05-21,NEE,232.0,sell
2020-05-22,DRE,410.0,buy
2020-05-27,ARE,90.0,buy
2020-05-27,PGR,184.0,buy
2020-05-27,GNRC,0.0,sell
2020-05-28,DLR,95.0,buy
2020-05-28,PG,118.0,buy
2020-05-28,PGR,184.0,sell
2020-05-29,VZ,246.0,buy
2020-06-01,PG,118.0,sell
2020-06-01,VZ,246.0,sell
2020-06-04,GILD,183.0,buy
2020-06-05,DVA,158.0,sell
2020-06-05,GILD,183.0,sell
2020-06-09,AMZN,6.0,sell
2020-06-11,DLR,95.0,sell
2020-06-12,AEE,0.0,sell
2020-06-15,DLR,100.0,buy
2020-06-16,DLR,100.0,sell
2020-06-18,AMGN,60.0,buy
2020-06-18,CMS,0.0,sell
2020-06-19,GILD,184.0,buy
2020-06-19,VRTX,56.0,sell
2020-06-22,GILD,184.0,sell
2020-06-23,ABT,151.0,buy
2020-06-24,ABT,151.0,sell
2020-06-25,BMY,242.0,buy
2020-06-26,BMY,242.0,sell
2020-06-30,AON,70.0,buy
2020-06-30,BAX,159.0,buy
2020-06-30,WLTW,69.0,buy
2020-07-01,ABT,150.0,buy
2020-07-01,CNC,205.0,buy
2020-07-01,ENPH,274.0,buy
2020-07-01,HUM,34.0,buy
2020-07-01,VRSN,53.0,buy
2020-07-01,AMGN,60.0,sell
2020-07-02,BIO,29.0,buy
2020-07-02,DVA,18.0,buy
2020-07-02,TYL,0.0,buy
2020-07-06,ANTM,0.0,buy
2020-07-06,IFF,0.0,buy
2020-07-06,IQV,0.0,buy
2020-07-06,JNJ,0.0,buy
2020-07-06,LH,0.0,buy
2020-07-06,WEC,0.0,buy
2020-07-06,MSFT,82.0,sell
2020-07-06,ODFL,101.0,sell
2020-07-08,CPRT,161.0,buy
2020-07-08,MKTX,36.0,sell
2020-07-09,ANET,256.0,buy
2020-07-09,FFIV,96.0,buy
2020-07-09,ANTM,0.0,sell
2020-07-09,COST,0.0,sell
2020-07-09,IFF,0.0,sell
2020-07-10,JNJ,0.0,sell
2020-07-14,ECL,62.0,buy
2020-07-14,EW,1.0,buy
2020-07-14,INTC,0.0,buy
2020-07-14,MCD,0.0,buy
2020-07-14,NSC,0.0,buy
2020-07-14,STE,0.0,buy
2020-07-14,WLTW,69.0,sell
2020-07-15,ICE,151.0,buy
2020-07-15,TDY,0.0,buy
2020-07-15,WMB,1.0,buy
2020-07-15,AON,70.0,sell
2020-07-15,CTLT,271.0,sell
2020-07-15,INTC,0.0,sell
2020-07-16,CAH,286.0,buy
2020-07-16,CVS,230.0,buy
2020-07-16,TJX,150.0,buy
2020-07-16,ICE,151.0,sell
2020-07-17,GPN,80.0,buy
2020-07-20,CTXS,119.0,sell
2020-07-20,WMB,1.0,sell
2020-07-21,HES,284.0,buy
2020-07-22,KEYS,52.0,buy
2020-07-22,ABT,150.0,sell
2020-07-27,CAH,286.0,sell
2020-07-27,CVS,230.0,sell
2020-07-27,NSC,0.0,sell
2020-07-29,CVS,235.0,buy
2020-07-29,AMD,272.0,sell
2020-07-29,ARE,90.0,sell
2020-07-30,CL,194.0,sell
2020-07-30,CVS,235.0,sell
2020-07-30,ECL,62.0,sell
2020-07-30,TJX,150.0,sell
2020-07-31,ANET,256.0,sell
2020-08-04,ADI,131.0,buy
2020-08-04,BAX,159.0,sell
